file_name,pig_ID,photo_date,pig_hometown,pig_photo_number,pig_length,pig_weight,pig_color,pig_area,pig_photo_area_ratio,pig_photo_angle
length_21cm_weight_0kg_IMG_20181121_112930.jpg,2,20181121,shandong_sishui,9,21cm,0kg,light_color,19448.5,small,40.926094
length_21cm_weight_0kg_IMG_20181121_112933.jpg,2,20181121,shandong_sishui,10,21cm,0kg,light_color,106961.5,small,19.754839
length_21cm_weight_0kg_IMG_20181121_112938.jpg,2,20181121,shandong_sishui,11,21cm,0kg,light_color,33835.5,small,26.41414
length_21cm_weight_0kg_IMG_20181121_112939.jpg,2,20181121,shandong_sishui,12,21cm,0kg,light_color,34497.0,small,60.38017
length_21cm_weight_0kg_IMG_20181121_112940.jpg,2,20181121,shandong_sishui,13,21cm,0kg,light_color,35338.0,small,55.4597
length_21cm_weight_0kg_IMG_20181121_112941.jpg,2,20181121,shandong_sishui,14,21cm,0kg,light_color,41102.5,small,45.267002
length_21cm_weight_0kg_IMG_20181121_112942.jpg,2,20181121,shandong_sishui,15,21cm,0kg,light_color,45485.0,small,40.880825
length_21cm_weight_0kg_IMG_20181121_112943.jpg,2,20181121,shandong_sishui,16,21cm,0kg,light_color,47352.0,small,20.159222
length_21cm_weight_0kg_IMG_20181121_113004.jpg,2,20181121,shandong_sishui,17,21cm,0kg,light_color,36925.5,small,137.56949996948242
length_21cm_weight_0kg_IMG_20181121_113005.jpg,2,20181121,shandong_sishui,18,21cm,0kg,light_color,41946.0,small,170.98247146606445
length_21cm_weight_0kg_IMG_20181121_113006.jpg,2,20181121,shandong_sishui,19,21cm,0kg,light_color,85482.0,small,10.6051035
length_21cm_weight_0kg_IMG_20181121_113007.jpg,2,20181121,shandong_sishui,20,21cm,0kg,light_color,117887.0,small,3.5358424
length_21cm_weight_0kg_IMG_20181121_113008.jpg,2,20181121,shandong_sishui,21,21cm,0kg,light_color,154989.5,small,160.20117378234863
length_21cm_weight_0kg_IMG_20181121_113009.jpg,2,20181121,shandong_sishui,22,21cm,0kg,light_color,123782.0,small,161.3515625
length_21cm_weight_0kg_IMG_20181121_113016.jpg,2,20181121,shandong_sishui,23,21cm,0kg,light_color,41123.0,small,137.51203155517578
length_21cm_weight_0kg_IMG_20181121_113017.jpg,2,20181121,shandong_sishui,24,21cm,0kg,light_color,23992.0,small,159.88810920715332
length_21cm_weight_0kg_IMG_20181121_113018.jpg,2,20181121,shandong_sishui,25,21cm,0kg,light_color,29966.0,small,16.13637
length_21cm_weight_0kg_IMG_20181121_113019.jpg,2,20181121,shandong_sishui,26,21cm,0kg,light_color,34235.5,small,8.062823
length_21cm_weight_0kg_IMG_20181121_113020.jpg,2,20181121,shandong_sishui,27,21cm,0kg,white,26894.5,small,173.8346724510193
length_21cm_weight_0kg_IMG_20181121_113022.jpg,2,20181121,shandong_sishui,28,21cm,0kg,light_color,140822.0,small,0.5965601
length_21cm_weight_0kg_IMG_20181121_113023.jpg,2,20181121,shandong_sishui,29,21cm,0kg,light_color,123595.0,small,11.892945
length_21cm_weight_0kg_IMG_20181121_113025.jpg,2,20181121,shandong_sishui,30,21cm,0kg,light_color,117934.5,small,22.34079
length_21cm_weight_0kg_IMG_20181121_113027.jpg,2,20181121,shandong_sishui,31,21cm,0kg,light_color,26620.0,small,22.579323
length_21cm_weight_0kg_IMG_20181121_113029.jpg,2,20181121,shandong_sishui,32,21cm,0kg,light_color,21251.0,small,33.87527
length_21cm_weight_0kg_IMG_20181121_113030.jpg,2,20181121,shandong_sishui,33,21cm,0kg,light_color,20072.5,small,43.88426
length_21cm_weight_0kg_IMG_20181121_113031.jpg,2,20181121,shandong_sishui,34,21cm,0kg,white,20302.0,small,42.11468
length_21cm_weight_0kg_IMG_20181122_122108.jpg,2,20181122,shandong_sishui,35,21cm,0kg,light_color,392459.0,normal,159.88061332702637
length_21cm_weight_0kg_IMG_20181122_122110.jpg,2,20181122,shandong_sishui,36,21cm,0kg,light_color,217065.0,normal,100.5110855102539
length_21cm_weight_0kg_IMG_20181122_122111.jpg,2,20181122,shandong_sishui,37,21cm,0kg,light_color,182333.5,small,59.624615
length_21cm_weight_0kg_IMG_20181122_122115.jpg,2,20181122,shandong_sishui,38,21cm,0kg,light_color,191844.0,small,105.83818817138672
length_21cm_weight_0kg_IMG_20181122_122124.jpg,2,20181122,shandong_sishui,39,21cm,0kg,light_color,78041.5,small,60.636932
length_21cm_weight_0kg_IMG_20181122_122128.jpg,2,20181122,shandong_sishui,40,21cm,0kg,light_color,113543.0,small,1.7019817
length_22cm_weight_0kg_20181126_IMG_4489.jpg,3,20181126,shandong_sishui,1,22cm,0kg,dirty,160178.5,small,4.96676
length_22cm_weight_0kg_20181126_IMG_4490.jpg,3,20181126,shandong_sishui,2,22cm,0kg,dirty,155843.0,small,170.74458122253418
length_22cm_weight_0kg_20181126_IMG_4493.jpg,3,20181126,shandong_sishui,3,22cm,0kg,dirty,165543.0,small,99.20359802246094
length_22cm_weight_0kg_20181126_IMG_4494.jpg,3,20181126,shandong_sishui,4,22cm,0kg,dirty,175692.5,small,73.73307
length_22cm_weight_0kg_20181126_IMG_4495.jpg,3,20181126,shandong_sishui,5,22cm,0kg,dirty,173386.0,small,43.78156
length_22cm_weight_0kg_20181126_IMG_4496.jpg,3,20181126,shandong_sishui,6,22cm,0kg,light_color,212793.5,normal,0.19423383
length_22cm_weight_0kg_20181126_IMG_4498.jpg,3,20181126,shandong_sishui,7,22cm,0kg,dirty,200357.5,small,167.93021488189697
length_22cm_weight_0kg_20181126_IMG_4499.jpg,3,20181126,shandong_sishui,8,22cm,0kg,dirty,171073.5,small,168.84901809692383
length_22cm_weight_0kg_20181126_IMG_4500.jpg,3,20181126,shandong_sishui,9,22cm,0kg,dirty,171169.0,small,0.59951067
length_22cm_weight_0kg_20181126_IMG_4501.jpg,3,20181126,shandong_sishui,10,22cm,0kg,dirty,153858.0,small,14.691412
length_22cm_weight_0kg_20181126_IMG_4502.jpg,3,20181126,shandong_sishui,11,22cm,0kg,dirty,188486.5,small,33.64877
length_22cm_weight_0kg_20181126_IMG_4503.jpg,3,20181126,shandong_sishui,12,22cm,0kg,dirty,182166.0,small,53.22179
length_22cm_weight_0kg_20181126_IMG_4504.jpg,3,20181126,shandong_sishui,13,22cm,0kg,dirty,144382.0,small,89.1439
length_22cm_weight_0kg_20181126_IMG_4505.jpg,3,20181126,shandong_sishui,14,22cm,0kg,dirty,127310.0,small,137.47699737548828
length_22cm_weight_0kg_20181126_IMG_4507.jpg,3,20181126,shandong_sishui,15,22cm,0kg,light_color,170140.5,small,13.8685665
length_22cm_weight_0kg_20181126_IMG_4544.jpg,3,20181126,shandong_sishui,16,22cm,0kg,light_color,124712.5,small,10.714366
length_22cm_weight_0kg_20181126_IMG_4545.jpg,3,20181126,shandong_sishui,17,22cm,0kg,light_color,121906.0,small,36.729885
length_22cm_weight_0kg_20181126_IMG_4546.jpg,3,20181126,shandong_sishui,18,22cm,0kg,light_color,123105.5,small,52.228004
length_22cm_weight_0kg_20181126_IMG_4547.jpg,3,20181126,shandong_sishui,19,22cm,0kg,light_color,161069.0,small,63.75323
length_22cm_weight_0kg_20181126_IMG_4548.jpg,3,20181126,shandong_sishui,20,22cm,0kg,light_color,137715.5,small,76.68938
length_22cm_weight_0kg_20181126_IMG_4549.jpg,3,20181126,shandong_sishui,21,22cm,0kg,light_color,139465.0,small,74.35784
length_22cm_weight_0kg_20181126_IMG_4550.jpg,3,20181126,shandong_sishui,22,22cm,0kg,light_color,165929.5,small,43.855247
length_22cm_weight_0kg_20181126_IMG_4551.jpg,3,20181126,shandong_sishui,23,22cm,0kg,light_color,125900.5,small,44.169064
length_22cm_weight_0kg_20181126_IMG_4552.jpg,3,20181126,shandong_sishui,24,22cm,0kg,light_color,135303.0,small,32.42116
length_22cm_weight_0kg_20181126_IMG_4655.jpg,3,20181126,shandong_sishui,25,22cm,0kg,dirty,135851.0,small,12.57713
length_22cm_weight_0kg_20181126_IMG_4656.jpg,3,20181126,shandong_sishui,26,22cm,0kg,dirty,128119.0,small,166.1680393218994
length_22cm_weight_0kg_20181126_IMG_4657.jpg,3,20181126,shandong_sishui,27,22cm,0kg,dirty,117490.5,small,17.651037
length_22cm_weight_0kg_20181126_IMG_4658.jpg,3,20181126,shandong_sishui,28,22cm,0kg,dirty,135905.5,small,170.11523628234863
length_22cm_weight_0kg_20181126_IMG_4659.jpg,3,20181126,shandong_sishui,29,22cm,0kg,dirty,99449.0,small,156.27809143066406
length_22cm_weight_0kg_20181126_IMG_4660.jpg,3,20181126,shandong_sishui,30,22cm,0kg,dirty,102808.5,small,156.35064315795898
length_22cm_weight_0kg_IMG_20181123_094407.jpg,3,20181123,shandong_sishui,31,22cm,0kg,white,244918.5,normal,170.78705883026123
length_22cm_weight_0kg_IMG_20181123_094409.jpg,3,20181123,shandong_sishui,32,22cm,0kg,white,488137.0,big,168.1678981781006
length_22cm_weight_0kg_IMG_20181123_094410.jpg,3,20181123,shandong_sishui,33,22cm,0kg,white,71747.5,small,170.11629676818848
length_22cm_weight_0kg_IMG_20181123_094412.jpg,3,20181123,shandong_sishui,34,22cm,0kg,light_color,77187.0,small,45.37144
length_22cm_weight_0kg_IMG_20181123_094415.jpg,3,20181123,shandong_sishui,35,22cm,0kg,light_color,83674.5,small,104.6399154663086
length_22cm_weight_0kg_IMG_20181123_094418.jpg,3,20181123,shandong_sishui,36,22cm,0kg,light_color,116844.5,small,156.52873039245605
length_22cm_weight_0kg_IMG_20181123_100309.jpg,3,20181123,shandong_sishui,37,22cm,0kg,white,83420.0,small,25.016705
length_22cm_weight_0kg_IMG_20181123_100310.jpg,3,20181123,shandong_sishui,38,22cm,0kg,white,89891.0,small,40.842438
length_22cm_weight_0kg_IMG_20181123_100311.jpg,3,20181123,shandong_sishui,39,22cm,0kg,white,108282.5,small,11.857855
length_22cm_weight_0kg_IMG_20181123_100312.jpg,3,20181123,shandong_sishui,40,22cm,0kg,white,102368.0,small,160.9941005706787
length_22cm_weight_0kg_IMG_20181123_100312_1.jpg,3,20181123,shandong_sishui,41,22cm,0kg,white,96327.0,small,127.8366584777832
length_22cm_weight_0kg_IMG_20181123_100313.jpg,3,20181123,shandong_sishui,42,22cm,0kg,white,94673.5,small,129.2568817138672
length_22cm_weight_0kg_IMG_20181123_100314.jpg,3,20181123,shandong_sishui,43,22cm,0kg,white,100686.5,small,168.25056076049805
length_22cm_weight_0kg_IMG_20181123_100315.jpg,3,20181123,shandong_sishui,44,22cm,0kg,white,117737.5,small,168.66235828399658
length_22cm_weight_0kg_IMG_20181123_100315_1.jpg,3,20181123,shandong_sishui,45,22cm,0kg,white,94534.0,small,174.70243549346924
length_22cm_weight_0kg_IMG_20181123_100317.jpg,3,20181123,shandong_sishui,46,22cm,0kg,white,123483.0,small,7.285394
length_24cm_weight_0kg_20181126_IMG_4209.jpg,4,20181126,shandong_sishui,1,24cm,0kg,dirty,101987.0,small,11.124542
length_24cm_weight_0kg_20181126_IMG_4210.jpg,4,20181126,shandong_sishui,2,24cm,0kg,dirty,105089.0,small,9.014892
length_24cm_weight_0kg_20181126_IMG_4211.jpg,4,20181126,shandong_sishui,3,24cm,0kg,dirty,128943.0,small,15.504827
length_24cm_weight_0kg_20181126_IMG_4212.jpg,4,20181126,shandong_sishui,4,24cm,0kg,dirty,116096.5,small,47.436787
length_24cm_weight_0kg_20181126_IMG_4213.jpg,4,20181126,shandong_sishui,5,24cm,0kg,dirty,114875.0,small,66.15328
length_24cm_weight_0kg_20181126_IMG_4214.jpg,4,20181126,shandong_sishui,6,24cm,0kg,dirty,104048.0,small,114.3908462524414
length_24cm_weight_0kg_20181126_IMG_4215.jpg,4,20181126,shandong_sishui,7,24cm,0kg,dirty,129068.5,small,157.67648696899414
length_24cm_weight_0kg_20181126_IMG_4216.jpg,4,20181126,shandong_sishui,8,24cm,0kg,dirty,131161.5,small,173.30923175811768
length_24cm_weight_0kg_20181126_IMG_4217.jpg,4,20181126,shandong_sishui,9,24cm,0kg,dirty,139786.5,small,154.0543670654297
length_24cm_weight_0kg_20181126_IMG_4769.jpg,4,20181126,shandong_sishui,10,24cm,0kg,light_color,102740.5,small,0.73828375
length_24cm_weight_0kg_20181126_IMG_4770.jpg,4,20181126,shandong_sishui,11,24cm,0kg,light_color,109963.5,small,159.64315605163574
length_24cm_weight_0kg_20181126_IMG_4771.jpg,4,20181126,shandong_sishui,12,24cm,0kg,light_color,103545.0,small,142.0372543334961
length_24cm_weight_0kg_20181126_IMG_4772.jpg,4,20181126,shandong_sishui,13,24cm,0kg,light_color,99228.5,small,125.36248397827148
length_24cm_weight_0kg_20181126_IMG_4773.jpg,4,20181126,shandong_sishui,14,24cm,0kg,light_color,112345.5,small,101.34793090820312
length_24cm_weight_0kg_20181126_IMG_4774.jpg,4,20181126,shandong_sishui,15,24cm,0kg,black,79249.5,small,170.8795223236084
length_24cm_weight_0kg_20181126_IMG_4775.jpg,4,20181126,shandong_sishui,16,24cm,0kg,light_color,91174.0,small,156.3257350921631
length_24cm_weight_0kg_20181126_IMG_4776.jpg,4,20181126,shandong_sishui,17,24cm,0kg,dirty,95107.5,small,161.73970985412598
length_24cm_weight_0kg_20181126_IMG_4777.jpg,4,20181126,shandong_sishui,18,24cm,0kg,dirty,100218.0,small,160.9460849761963
length_24cm_weight_0kg_20181126_IMG_4778.jpg,4,20181126,shandong_sishui,19,24cm,0kg,light_color,107008.5,small,135.2838897705078
length_24cm_weight_0kg_20181126_IMG_4779.jpg,4,20181126,shandong_sishui,20,24cm,0kg,light_color,74955.0,small,114.47654724121094
length_24cm_weight_0kg_20181126_IMG_4780.jpg,4,20181126,shandong_sishui,21,24cm,0kg,light_color,91918.0,small,87.948395
length_24cm_weight_0kg_20181126_IMG_4781.jpg,4,20181126,shandong_sishui,22,24cm,0kg,light_color,85056.0,small,76.86446
length_24cm_weight_0kg_20181126_IMG_4782.jpg,4,20181126,shandong_sishui,23,24cm,0kg,light_color,70144.5,small,73.302574
length_24cm_weight_0kg_20181126_IMG_4783.jpg,4,20181126,shandong_sishui,24,24cm,0kg,light_color,84443.0,small,48.009697
length_24cm_weight_0kg_20181126_IMG_4784.jpg,4,20181126,shandong_sishui,25,24cm,0kg,light_color,70051.5,small,49.965412
length_24cm_weight_0kg_20181126_IMG_4785.jpg,4,20181126,shandong_sishui,26,24cm,0kg,light_color,76314.5,small,30.546276
length_24cm_weight_0kg_20181126_IMG_4786.jpg,4,20181126,shandong_sishui,27,24cm,0kg,light_color,103586.0,small,37.682407
length_24cm_weight_0kg_20181126_IMG_4787.jpg,4,20181126,shandong_sishui,28,24cm,0kg,light_color,106220.0,small,7.603711
length_24cm_weight_0kg_IMG_20181123_111337.jpg,4,20181123,shandong_sishui,29,24cm,0kg,white,162825.5,small,152.3324966430664
length_24cm_weight_0kg_IMG_20181123_111347.jpg,4,20181123,shandong_sishui,30,24cm,0kg,white,71077.5,small,147.66814804077148
length_24cm_weight_0kg_IMG_20181123_111350.jpg,4,20181123,shandong_sishui,31,24cm,0kg,white,89235.5,small,165.88072967529297
length_24cm_weight_0kg_IMG_20181123_111353.jpg,4,20181123,shandong_sishui,32,24cm,0kg,white,36532.0,small,158.02692222595215
length_24cm_weight_0kg_IMG_20181123_111355.jpg,4,20181123,shandong_sishui,33,24cm,0kg,white,39007.5,small,105.93099212646484
length_24cm_weight_0kg_IMG_20181123_111356.jpg,4,20181123,shandong_sishui,34,24cm,0kg,white,42131.5,small,48.559513
length_24cm_weight_0kg_IMG_20181123_111358.jpg,4,20181123,shandong_sishui,35,24cm,0kg,white,36722.0,small,42.762844
length_24cm_weight_0kg_IMG_20181123_111401.jpg,4,20181123,shandong_sishui,36,24cm,0kg,white,38088.5,small,37.827183
length_24cm_weight_0kg_IMG_20181123_111406.jpg,4,20181123,shandong_sishui,37,24cm,0kg,white,164426.5,small,137.83097076416016
length_24cm_weight_0kg_IMG_20181123_111408.jpg,4,20181123,shandong_sishui,38,24cm,0kg,white,129833.0,small,148.333345413208
length_25cm_weight_0kg_IMG_20181121_110627.jpg,5,20181121,shandong_sishui,1,25cm,0kg,light_color,175253.5,small,172.4929895401001
length_25cm_weight_0kg_IMG_20181121_110629.jpg,5,20181121,shandong_sishui,2,25cm,0kg,light_color,199907.5,small,167.6677656173706
length_25cm_weight_0kg_IMG_20181121_110630.jpg,5,20181121,shandong_sishui,3,25cm,0kg,light_color,109590.0,small,166.6152639389038
length_25cm_weight_0kg_IMG_20181121_110634.jpg,5,20181121,shandong_sishui,4,25cm,0kg,light_color,54878.0,small,122.64254760742188
length_25cm_weight_0kg_IMG_20181121_110636.jpg,5,20181121,shandong_sishui,5,25cm,0kg,light_color,42320.5,small,130.42647552490234
length_25cm_weight_0kg_IMG_20181121_110638.jpg,5,20181121,shandong_sishui,6,25cm,0kg,white,41825.5,small,122.79941940307617
length_25cm_weight_0kg_IMG_20181121_110639.jpg,5,20181121,shandong_sishui,7,25cm,0kg,light_color,56367.5,small,113.37486267089844
length_25cm_weight_0kg_IMG_20181121_110640.jpg,5,20181121,shandong_sishui,8,25cm,0kg,light_color,49246.0,small,100.8583984375
length_25cm_weight_0kg_IMG_20181121_110641.jpg,5,20181121,shandong_sishui,9,25cm,0kg,white,45232.0,small,93.97737884521484
length_25cm_weight_0kg_IMG_20181121_110644.jpg,5,20181121,shandong_sishui,10,25cm,0kg,white,118275.0,small,134.7578353881836
length_25cm_weight_0kg_IMG_20181121_110646.jpg,5,20181121,shandong_sishui,11,25cm,0kg,light_color,124980.5,small,157.07432556152344
length_25cm_weight_0kg_IMG_20181121_110647.jpg,5,20181121,shandong_sishui,12,25cm,0kg,light_color,130525.5,small,131.91386032104492
length_25cm_weight_0kg_IMG_20181121_110650.jpg,5,20181121,shandong_sishui,13,25cm,0kg,light_color,49340.5,small,124.00973510742188
length_25cm_weight_0kg_IMG_20181121_150954.jpg,5,20181121,shandong_sishui,14,25cm,0kg,white,399238.5,normal,162.41090393066406
length_25cm_weight_0kg_IMG_20181121_150955.jpg,5,20181121,shandong_sishui,15,25cm,0kg,white,215318.5,normal,163.28676414489746
length_25cm_weight_0kg_IMG_20181121_150956.jpg,5,20181121,shandong_sishui,16,25cm,0kg,white,81340.5,small,157.8656463623047
length_25cm_weight_0kg_IMG_20181121_150958.jpg,5,20181121,shandong_sishui,17,25cm,0kg,white,44643.0,small,151.90196418762207
length_25cm_weight_0kg_IMG_20181121_151001.jpg,5,20181121,shandong_sishui,18,25cm,0kg,white,47492.0,small,177.07137489318848
length_25cm_weight_0kg_IMG_20181121_151023.jpg,5,20181121,shandong_sishui,19,25cm,0kg,white,71788.0,small,140.45068359375
length_25cm_weight_0kg_IMG_20181121_151025.jpg,5,20181121,shandong_sishui,20,25cm,0kg,white,69569.5,small,149.330228805542
length_25cm_weight_0kg_IMG_20181121_151027.jpg,5,20181121,shandong_sishui,21,25cm,0kg,white,71196.5,small,131.0339241027832
length_25cm_weight_0kg_IMG_20181121_151029.jpg,5,20181121,shandong_sishui,22,25cm,0kg,white,34155.5,small,93.52855682373047
length_25cm_weight_0kg_IMG_20181121_151031.jpg,5,20181121,shandong_sishui,23,25cm,0kg,white,34545.5,small,122.22626495361328
length_25cm_weight_0kg_IMG_20181121_151032.jpg,5,20181121,shandong_sishui,24,25cm,0kg,white,35007.5,small,146.08032608032227
length_25cm_weight_0kg_IMG_20181121_151035.jpg,5,20181121,shandong_sishui,25,25cm,0kg,white,61320.5,small,163.7889862060547
length_25cm_weight_0kg_IMG_20181121_151038.jpg,5,20181121,shandong_sishui,26,25cm,0kg,white,39053.5,small,133.97133255004883
length_25cm_weight_0kg_IMG_20181121_151040.jpg,5,20181121,shandong_sishui,27,25cm,0kg,white,58157.5,small,111.81346130371094
length_25cm_weight_0kg_IMG_20181121_151042.jpg,5,20181121,shandong_sishui,28,25cm,0kg,white,67011.5,small,105.91592407226562
length_25cm_weight_0kg_IMG_20181121_151043.jpg,5,20181121,shandong_sishui,29,25cm,0kg,white,188186.0,small,105.52103424072266
length_25cm_weight_1kg_IMG_20181122_124146.jpg,6,20181122,shandong_sishui,1,25cm,1kg,dirty,53536.5,small,165.51397323608398
length_25cm_weight_1kg_IMG_20181122_124147.jpg,6,20181122,shandong_sishui,2,25cm,1kg,dirty,65194.5,small,173.25749254226685
length_25cm_weight_1kg_IMG_20181122_124148.jpg,6,20181122,shandong_sishui,3,25cm,1kg,dirty,71745.5,small,169.38178062438965
length_25cm_weight_1kg_IMG_20181122_124149.jpg,6,20181122,shandong_sishui,4,25cm,1kg,dirty,87706.0,small,1.3781579
length_25cm_weight_1kg_IMG_20181122_124150.jpg,6,20181122,shandong_sishui,5,25cm,1kg,light_color,103320.0,small,177.9524371623993
length_25cm_weight_1kg_IMG_20181122_124151.jpg,6,20181122,shandong_sishui,6,25cm,1kg,light_color,115874.0,small,179.0818111896515
length_25cm_weight_1kg_IMG_20181122_124151_1.jpg,6,20181122,shandong_sishui,7,25cm,1kg,light_color,96024.0,small,12.412882
length_25cm_weight_1kg_IMG_20181122_124152.jpg,6,20181122,shandong_sishui,8,25cm,1kg,light_color,71978.0,small,32.00705
length_25cm_weight_1kg_IMG_20181122_124153.jpg,6,20181122,shandong_sishui,9,25cm,1kg,light_color,77693.0,small,34.710167
length_25cm_weight_1kg_IMG_20181122_124154.jpg,6,20181122,shandong_sishui,10,25cm,1kg,light_color,84999.5,small,21.164207
length_25cm_weight_1kg_IMG_20181122_124155.jpg,6,20181122,shandong_sishui,11,25cm,1kg,dirty,107409.0,small,148.91713905334473
length_25cm_weight_1kg_IMG_20181122_124156.jpg,6,20181122,shandong_sishui,12,25cm,1kg,light_color,85434.5,small,77.835365
length_25cm_weight_1kg_IMG_20181122_124157.jpg,6,20181122,shandong_sishui,13,25cm,1kg,light_color,80462.0,small,25.322725
length_25cm_weight_1kg_IMG_20181122_124158.jpg,6,20181122,shandong_sishui,14,25cm,1kg,light_color,74258.0,small,2.4246325
length_25cm_weight_1kg_IMG_20181122_124159.jpg,6,20181122,shandong_sishui,15,25cm,1kg,dirty,65126.0,small,175.8447937965393
